time_instant,node_0_initial_gpu,node_0_used_gpu,node_0_initial_cpu,node_0_used_cpu,node_0_initial_bw,node_0_used_bw,node_0_gpu_type,node_1_initial_gpu,node_1_used_gpu,node_1_initial_cpu,node_1_used_cpu,node_1_initial_bw,node_1_used_bw,node_1_gpu_type,node_2_initial_gpu,node_2_used_gpu,node_2_initial_cpu,node_2_used_cpu,node_2_initial_bw,node_2_used_bw,node_2_gpu_type
0,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC
1,8,1.0,96,2.0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC
3,8,1.0,96,2.0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC
0,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC
1,8,1.0,96,2.0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC
3,8,1.0,96,2.0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC
0,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC
1,8,1.0,96,2.0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC
3,8,1.0,96,2.0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC
0,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC
0,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC
0,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC
0,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC
1,8,1.0,96,2.0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC
3,8,1.0,96,2.0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC
0,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC
1,8,1.0,96,2.0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC
3,8,1.0,96,2.0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC
0,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC
0,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC
1,8,1.0,96,2.0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC
3,8,1.0,96,2.0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC
0,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC,8,0,96,0,0,0,GPUType.MISC
