runtime,inst_num,plan_cpu,plan_gpu,gpu_type,cpu_usage,gpu_wrk_util,net_read,net_write
1166.0,16.0,200.0,50.0,T4,167.09012875536482,23.23404255319149,1.323660735905422,1.6803643003986355
1173.0,16.0,200.0,50.0,T4,165.4725738396625,20.352941176470583,1.1774795500872035,1.658939070565005
1179.0,16.0,200.0,50.0,T4,165.60759493670886,5.915966386554623,1.202928248544534,1.6590074447914958
1194.0,16.0,200.0,50.0,T4,171.12552301255232,5.4896265560165975,1.2302808058237342,1.6386450373648125
1151.0,16.0,200.0,50.0,T4,165.15151515151516,26.69527896995708,1.2574162612253048,1.695257367891199
1155.0,16.0,200.0,50.0,T4,168.8917748917749,25.30472103004292,1.3108321361085202,1.69544971249205
1165.0,16.0,200.0,50.0,T4,166.90557939914163,24.91914893617021,1.3088105607007625,1.6811131909175265
1180.0,16.0,200.0,50.0,T4,166.39240506329114,6.899581589958157,1.3338534124041,1.653384909342928
1186.0,16.0,200.0,50.0,T4,167.56962025316454,5.656903765690378,1.30196948139252,1.6533795213056306
1199.0,16.0,200.0,50.0,T4,167.0041493775934,7.6115702479338845,1.1832375791473466,1.6404867491028345
1217.0,16.0,200.0,50.0,T4,174.88888888888889,5.783673469387756,1.24185793104804,1.6130071442559182
1204.0,16.0,200.0,50.0,T4,138.62916666666666,24.559670781893004,1.2252475071820568,1.6322647448262722
123.0,10.0,1800.0,100.0,MISC,56.375,11.7,1.615305983275175,1.6274200469255446
120.0,10.0,1800.0,100.0,MISC,53.6,7.148148148148147,1.3612084031618872,1.301852690762487
124.0,10.0,1800.0,100.0,MISC,57.12,9.74074074074074,1.0942745172771917,1.2300743961642528
126.0,10.0,1800.0,100.0,MISC,55.28,6.25,1.1843110944690376,1.2824325320021859
138.0,10.0,1800.0,100.0,MISC,46.10714285714285,3.733333333333333,1.067340136040002,1.1522362630348653
83.0,10.0,1800.0,100.0,MISC,80.17647058823529,11.95,1.5417044059861273,1.7940563410520554
124.0,2.0,1800.0,100.0,MISC,680.0454545454545,19.69230769230769,39.05360411050229,1.6119792982935905
96.0,10.0,1800.0,100.0,MISC,62.26315789473684,8.727272727272727,1.4451263649389148,1.6092013558372855
98.0,10.0,1800.0,100.0,MISC,69.65,4.363636363636363,1.7646043229362238,1.3646849034273105
99.0,10.0,1800.0,100.0,MISC,67.2,11.0,1.766021853002409,1.5639867990588145
93.0,10.0,1800.0,100.0,MISC,71.94444444444444,10.523809523809524,1.29873653230342,1.3507771542803808
100.0,10.0,1800.0,100.0,MISC,76.05263157894737,6.7727272727272725,1.303548879597498,1.2937913938708927
159.0,10.0,1800.0,100.0,MISC,44.032258064516135,5.588235294117646,1.065576849239213,1.1348357170820236
115.0,10.0,1800.0,100.0,MISC,69.17391304347827,9.2,1.9300848251351943,1.6518947874697358
65771.0,8.0,600.0,100.0,P100,571.8232342431385,53.01292186074794,33.33370404921264,33.08150214095969
67788.0,8.0,600.0,100.0,P100,526.9020432249024,50.609587020648966,32.06624391948879,31.78290622253388
67887.0,8.0,600.0,100.0,P100,544.4463430802092,51.55625920471282,32.61608806559039,32.33118086644096
70134.0,8.0,600.0,100.0,P100,537.4838502673797,50.2855513579015,31.77831534678787,31.515278426086734
70775.0,8.0,600.0,100.0,P100,346.4945955492758,16.976974148891088,23.11113842021014,4.248508741864315
65723.0,8.0,600.0,100.0,P100,546.1134357881923,49.908724423822925,31.59418424965141,31.31690845871754
50156.0,4.0,600.0,100.0,MISC,206.1679792642807,71.85806837436459,13.425995522006925,2.6629394617271354
50163.0,4.0,600.0,100.0,MISC,132.77065683245291,42.01076125946592,15.642688948544919,3.10280138629033
50214.0,4.0,600.0,100.0,MISC,220.4799362740217,63.06699850671976,30.99008439052481,3.843051049703713
50164.0,4.0,600.0,100.0,MISC,225.73896142728995,71.38800318852131,26.53885798350895,5.263704240243428
1178.0,16.0,200.0,50.0,T4,163.60759493670886,22.98744769874477,1.2592826272981863,1.6591362521983684
1179.0,16.0,200.0,50.0,T4,166.40425531914894,27.32352941176472,1.207955512790999,1.6659110377398494
1191.0,16.0,200.0,50.0,T4,172.73949579831933,19.95850622406639,1.221070668421501,1.645319815016975
1214.0,16.0,200.0,50.0,T4,173.62809917355372,7.248979591836735,1.215287503733383,1.6186188082324295
1216.0,16.0,200.0,50.0,T4,165.68032786885246,22.91869918699188,1.2707208868583688,1.619977028746354
1223.0,16.0,200.0,50.0,T4,174.1393442622951,10.639676113360323,1.1698577715865066,1.605459666600631
1267.0,16.0,200.0,50.0,T4,167.4370078740157,20.79766536964981,1.1658597885118436,1.543363137358381
1571.0,16.0,200.0,50.0,T4,152.53503184713375,20.473186119873816,1.0109963347701907,1.2523791889115325
64898.0,8.0,600.0,100.0,P100,554.2026974951831,50.87726327143847,32.16305849581592,31.881682969946063
1157.0,16.0,200.0,50.0,T4,163.7339055793991,28.22127659574468,1.0955917513218976,1.6956322912947601
1207.0,16.0,200.0,50.0,T4,171.11203319502076,8.844262295081966,1.2181794144669358,1.6276777518342949
1166.0,16.0,200.0,50.0,T4,168.68669527896998,20.27542372881356,1.3243154825854904,1.6892171183341667
1177.0,16.0,200.0,50.0,T4,167.10638297872342,24.512605042016805,1.2834126666562329,1.6669223262114006
1185.0,16.0,200.0,50.0,T4,166.83544303797467,20.435146443514647,1.2835289003948371,1.660038120144357
1189.0,16.0,200.0,50.0,T4,170.37974683544303,7.241666666666666,1.197643263458711,1.6526284266062299
1194.0,16.0,200.0,50.0,T4,173.71428571428572,23.95850622406639,1.256226516459599,1.6462620660847376
1197.0,16.0,200.0,50.0,T4,182.25523012552296,6.388429752066116,1.2378353043900105,1.63941916001677
1198.0,16.0,200.0,50.0,T4,168.08298755186726,27.34156378600823,1.238641903964711,1.6327448798129793
93.0,3.0,1600.0,100.0,MISC,68.66666666666667,0.0,1.0257185870273544,1.3389559025791558
83.0,3.0,1600.0,100.0,MISC,73.47058823529412,0.0,1.0728459205655825,1.3993362567964054
113.0,10.0,1800.0,100.0,MISC,42.85714285714285,1.875,1.19806832164526,1.4526583704352378
1173.0,16.0,200.0,50.0,T4,167.60851063829787,8.516949152542374,1.2190227523571302,1.6807625973362386
1174.0,16.0,200.0,50.0,T4,167.14893617021278,11.554621848739496,1.250862990556651,1.6659671314465947
1176.0,16.0,200.0,50.0,T4,166.94042553191488,9.445378151260504,1.081808921495242,1.6654766405539037
1186.0,16.0,200.0,50.0,T4,169.9198312236287,5.266666666666667,1.2383664277270128,1.6521179050021648
1221.0,16.0,200.0,50.0,T4,174.20491803278688,5.6504065040650415,1.1915302230345626,1.6054621258930815
1223.0,16.0,200.0,50.0,T4,172.6489795918367,10.396761133603238,1.1349731073920506,1.5988594559900253
1225.0,16.0,200.0,50.0,T4,171.05714285714285,6.9311740890688265,1.2457672236674282,1.5991904919884772
1234.0,16.0,200.0,50.0,T4,165.6518218623482,10.64,1.2111573204160686,1.5863854852449364
1249.0,16.0,200.0,50.0,T4,181.30522088353413,6.595238095238094,1.1945934591321605,1.5738097368021726
1207.0,16.0,200.0,50.0,T4,173.2033195020747,9.25514403292181,1.2277363119380815,1.6251894301297711
139.0,10.0,1800.0,100.0,MISC,62.04761904761904,7.0,1.7022997611761093,1.3315696609020233
145.0,10.0,1800.0,100.0,MISC,56.60714285714285,6.741935483870968,1.195346312597394,1.2424525758251548
145.0,10.0,1800.0,100.0,MISC,52.3448275862069,7.0,1.0187294934735154,1.0554696436632762
153.0,10.0,1800.0,100.0,MISC,61.23333333333333,6.5151515151515165,1.067080673049478,1.0957948699155275
154.0,10.0,1800.0,100.0,MISC,55.96666666666667,4.9393939393939394,1.1759537033298437,1.1708324851796907
118.0,10.0,1800.0,100.0,MISC,74.875,8.518518518518519,1.3159563754286085,1.3780651329351323
114.0,10.0,1800.0,100.0,MISC,84.43478260869566,6.8,1.3631109788461968,1.4130522054102685
553.0,5.0,200.0,100.0,MISC,810.2882882882883,22.184210526315788,4.94258038751457,2.0804086802446324
591.0,5.0,200.0,100.0,MISC,671.3589743589744,23.264462809917354,4.657147279825092,1.9121560874926156
645.0,5.0,200.0,100.0,MISC,712.9379844961238,5.484848484848484,3.8472601580888703,1.2812708777592594
791.0,5.0,200.0,100.0,MISC,616.566037735849,4.633540372670806,2.186473533143232,1.1111741914977262
110.0,10.0,1800.0,100.0,P100,76.61904761904762,9.208333333333334,1.4199611732363702,1.4809313800930977
111.0,10.0,1800.0,100.0,P100,73.19047619047619,6.833333333333332,1.473756613135338,1.4519276919960975
112.0,10.0,1800.0,100.0,P100,72.90476190476191,5.0,1.4156292805075645,1.3830687916278839
113.0,10.0,1800.0,100.0,P100,78.90476190476191,9.333333333333334,1.4957347095012665,1.4748960468173027
114.0,10.0,1800.0,100.0,P100,80.91666666666667,11.875,2.2744018314406276,2.0025258203968406
120.0,10.0,1800.0,100.0,P100,79.82608695652173,5.6923076923076925,1.4265026430840846,1.4302469707197616
106.0,10.0,1800.0,100.0,P100,73.57142857142857,9.5,1.6685123836994171,1.2243118700385094
113.0,10.0,1800.0,100.0,P100,71.42857142857143,6.416666666666668,1.4880791965126992,1.482480054795742
115.0,10.0,1800.0,100.0,P100,72.27272727272727,6.8,1.428207155317068,1.3071804559574678
81.0,2.0,1600.0,100.0,T4,56.26315789473684,29.4,1.1060743508013813,1.4368777244605802
151.0,10.0,1800.0,100.0,P100,50.72413793103448,7.21875,1.0776901631192728,1.1765642486738437
166.0,10.0,1800.0,100.0,P100,48.57575757575758,5.138888888888889,1.0424163464356113,1.02472115126816
168.0,10.0,1800.0,100.0,P100,49.30303030303031,2.3888888888888893,1.0647165308127533,1.0055121408926475
5347.0,10.0,600.0,25.0,MISC,171.4490177736202,1.7033582089552242,28.178533708477065,1.69454856866837
15181.0,5.0,600.0,25.0,MISC,140.18900230490615,1.6196117143797302,1.1925437520797315,1.195787635379422
15181.0,5.0,600.0,25.0,MISC,156.50906095551898,1.8420533070088845,1.2382755733538553,1.2036204538839788
15190.0,5.0,600.0,25.0,MISC,154.7963145771635,1.2752384084182835,1.3920708997867006,1.4934425495765775
15174.0,5.0,600.0,25.0,MISC,180.1505766062603,1.0157998683344305,1.2200524409513953,1.2391219059346774
91.0,10.0,1800.0,100.0,MISC,87.8,5.894736842105262,1.5670924457280255,1.7029169315570272
96.0,10.0,1800.0,100.0,MISC,73.26315789473685,6.136363636363638,1.688487599077432,1.7192792639784193
97.0,10.0,1800.0,100.0,MISC,75.3157894736842,8.619047619047619,1.764730096511219,1.69920745783526
99.0,10.0,1800.0,100.0,MISC,73.57894736842105,5.136363636363637,1.6970001666442207,1.6424642694385148
102.0,10.0,1800.0,100.0,MISC,69.80952380952381,6.416666666666668,2.120373221039772,1.540616359114647
103.0,10.0,1800.0,100.0,MISC,71.19047619047619,8.347826086956523,2.218121769428253,1.637695044875145
107.0,10.0,1800.0,100.0,MISC,65.33333333333333,8.583333333333334,1.4370188799500465,1.4768029445409774
104.0,10.0,1800.0,100.0,MISC,81.71428571428571,6.583333333333332,1.5177226781845092,1.4778792691230773
1211.0,6.0,200.0,100.0,MISC,653.4526748971192,25.83673469387756,1.7688505509604329,1.0196214859724528
94.0,8.0,1600.0,100.0,MISC,154.75,34.35,1.0617132008075714,1.225333771109581
19235.0,10.0,600.0,25.0,MISC,127.45386015076684,1.495064935064935,20.137715662086407,1.0994146684026507
92.0,10.0,1800.0,100.0,MISC,59.72222222222222,5.428571428571429,1.3732641501860186,1.3121505965563385
93.0,10.0,1800.0,100.0,MISC,58.83333333333334,4.190476190476192,1.4350583587180485,1.3121077381074429
98.0,10.0,1800.0,100.0,MISC,65.0,5.590909090909091,1.4390913212428929,1.2556889530109323
99.0,10.0,1800.0,100.0,MISC,58.526315789473685,2.4545454545454546,1.5052389687170153,1.7234501848402233
102.0,10.0,1800.0,100.0,MISC,78.7,4.0,1.5639776131138206,1.7361413886149721
107.0,10.0,1800.0,100.0,MISC,80.90476190476191,3.8333333333333335,1.3764801976084708,1.2326186469197273
115.0,10.0,1800.0,100.0,MISC,76.26315789473685,1.0434782608695652,1.4441911056637764,1.2753671453050945
139.0,10.0,1800.0,100.0,MISC,60.89655172413793,0.8125,1.3487010160461068,1.2840582577046007
109.0,10.0,1800.0,100.0,MISC,74.34782608695652,0.64,1.5970346411833396,1.2176610807386727
79.0,10.0,1800.0,100.0,P100,71.46666666666667,1.8333333333333333,1.7614096779572337,2.0278017999310243
79.0,10.0,1800.0,100.0,P100,72.66666666666667,4.666666666666667,1.7593462255440264,2.025567786866113
86.0,10.0,1800.0,100.0,P100,65.70588235294117,6.6,2.146733849531128,1.909500046500138
86.0,10.0,1800.0,100.0,P100,66.3125,8.4,2.2478379189968107,2.01087515540421
86.0,10.0,1800.0,100.0,P100,67.0,1.65,2.4095562040096237,1.904433202175867
86.0,10.0,1800.0,100.0,P100,66.94117647058823,6.315789473684211,1.6640558068950968,1.757181437242598
86.0,10.0,1800.0,100.0,P100,67.05882352941177,7.0,1.748935185727619,1.8486542726556459
87.0,10.0,1800.0,100.0,P100,71.9375,0.95,1.739517991617322,1.8367144774645567
87.0,10.0,1800.0,100.0,P100,72.11764705882355,5.25,1.6978889969842774,1.7132657337046802
52.0,2.0,1800.0,100.0,MISC,78.8888888888889,0.0,1.6382930530951574,1.4021884821928465
11951.0,10.0,800.0,100.0,T4,815.3676286072772,31.21855411617217,32.188023033271506,24.477891057362637
11953.0,10.0,800.0,100.0,T4,824.5303220409869,30.31495405179616,16.05449219921561,12.24541995319108
11954.0,10.0,800.0,100.0,T4,816.7465495608533,30.30004178854993,15.932901101411634,12.139998928608378
11957.0,10.0,800.0,100.0,T4,810.9247176913425,26.59339740910991,16.717349241966375,8.29513963809653
11958.0,10.0,800.0,100.0,T4,822.0756688963211,31.02255639097744,32.39593847245849,24.689391468917467
11958.0,10.0,800.0,100.0,T4,851.0020911752405,39.835839598997495,15.552549228706523,11.853956092609238
11960.0,10.0,800.0,100.0,T4,786.195988299206,25.34864300626305,33.326972153033125,16.50788557612752
11962.0,10.0,800.0,100.0,T4,818.8566652737151,31.172442588726515,31.90412898200051,24.29021296119586
11966.0,10.0,800.0,100.0,T4,842.3664855829503,0.0,31.451480747692823,23.99279474271217
79.0,10.0,1800.0,100.0,MISC,69.2,1.4444444444444444,1.7033033276859082,1.92545093086205
89.0,10.0,1800.0,100.0,MISC,63.70588235294117,0.95,1.6496312366355033,1.7463767436288657
89.0,10.0,1800.0,100.0,MISC,86.76470588235294,3.1,1.5588503724762373,1.7878772907313847
100.0,10.0,1800.0,100.0,MISC,89.31578947368419,2.363636363636364,1.466270070037116,1.57872642673876
133.0,10.0,1800.0,100.0,MISC,49.23076923076921,3.724137931034482,1.0254764961699645,1.2191733355323473
178.0,10.0,1800.0,100.0,MISC,42.692307692307686,0.6666666666666666,1.0965211709340414,1.1314738668501376
92.0,10.0,1800.0,100.0,MISC,82.89473684210526,2.8095238095238093,1.8370850502767346,1.8334030698646198
95.0,10.0,1800.0,100.0,MISC,87.94736842105263,3.6818181818181817,1.436528687891753,1.599912250171537
70.0,10.0,1800.0,100.0,MISC,79.92307692307692,5.75,1.6100984842461699,1.6994466479210293
71.0,10.0,1800.0,100.0,MISC,78.30769230769229,6.1875,1.78720013139879,1.9975850836319082
72.0,10.0,1800.0,100.0,MISC,79.23076923076924,0.0,1.8162221452769107,1.9374642477316015
72.0,10.0,1800.0,100.0,MISC,78.92307692307692,4.125,1.7418974155888838,1.6992593902875395
76.0,10.0,1800.0,100.0,MISC,82.8,6.888888888888888,1.9591224820990312,1.6070397143301212
106.0,10.0,1800.0,100.0,MISC,50.85714285714285,1.7083333333333333,1.546653513610363,1.221423479616642
159.0,10.0,1800.0,100.0,MISC,36.17241379310345,0.0,1.0152384017904599,1.131113116262537
15635.0,15.0,500.0,50.0,MISC,753.809980806142,41.6637903483541,16.907990626674206,16.73095240961439
15650.0,15.0,500.0,50.0,MISC,794.7920127795528,40.84519629747845,35.05713281761224,34.693894165256026
15687.0,15.0,500.0,50.0,MISC,761.1708094327597,40.76369426751592,33.407106796841134,33.05980063385168
15665.0,15.0,500.0,50.0,MISC,781.6642195978294,41.42984693877551,17.295861324573877,17.118919862829127
15749.0,15.0,500.0,50.0,MISC,663.6958730158731,29.85537583254044,28.025406230602485,27.719611038583214
15824.0,15.0,500.0,50.0,MISC,649.0877971473851,34.03988603988604,27.68689821727501,27.39824364918316
15929.0,15.0,500.0,50.0,MISC,451.9177652228501,22.198808403888368,19.121145227226812,18.920950220476218
15793.0,15.0,500.0,50.0,MISC,497.1614946168461,28.528313824739005,21.152151956617036,20.930488761778328
16032.0,15.0,500.0,50.0,MISC,403.9525741029641,19.02680798004988,16.357083479232156,16.18454827232668
71.0,10.0,1800.0,100.0,MISC,72.6,0.2352941176470588,1.9824467195492042,1.7033647890937955
77.0,10.0,1800.0,100.0,MISC,66.1875,4.526315789473684,1.4642830464988947,1.5855712849646806
73.0,10.0,1800.0,100.0,MISC,74.66666666666667,1.1764705882352942,1.6627378777453774,1.6702842347716034
95.0,10.0,1800.0,100.0,MISC,60.3,5.857142857142858,2.126502463327987,2.1639416377459253
72.0,10.0,1800.0,100.0,MISC,73.71428571428571,4.941176470588236,1.6968107140726516,1.6506478256649444
79.0,10.0,1800.0,100.0,MISC,83.4375,0.1052631578947368,1.5219462931156158,1.4450580816715957
90.0,10.0,1800.0,100.0,MISC,81.94444444444444,2.380952380952381,1.3822243586182594,1.312959098680453
76.0,10.0,1800.0,100.0,MISC,85.375,4.111111111111111,1.932212767632384,1.6072008852895938
13747.0,15.0,500.0,50.0,MISC,867.3797744634413,48.4156976744186,38.865371392543885,38.48774684742337
13758.0,15.0,500.0,50.0,MISC,754.1853871319521,38.40595497458243,30.99812501571302,30.70453455580125
13781.0,15.0,500.0,50.0,MISC,773.1862068965518,40.32342277012328,33.77725247516499,33.44983075668778
13804.0,15.0,500.0,50.0,MISC,710.0699275362317,35.520810712993125,14.515334190418013,14.375706153998614
13805.0,15.0,500.0,50.0,MISC,780.3082216588193,39.77713458755427,32.6075293470329,32.29481637947275
13769.0,15.0,500.0,50.0,MISC,793.8416273156556,46.55370101596517,36.467620606839894,36.10546444409679
13849.0,15.0,500.0,50.0,MISC,556.8280967858433,26.044733044733054,23.398359018235894,23.173178312432846
13754.0,15.0,500.0,50.0,MISC,749.8898582333696,40.74291938997821,32.42463465311891,32.10074662374444
13740.0,15.0,500.0,50.0,MISC,881.3919213973799,52.034896401308615,20.38026990691135,20.18433227352419
73.0,10.0,1800.0,100.0,MISC,70.42857142857143,1.2352941176470589,1.6228210524552396,1.6064264674981432
72.0,10.0,1800.0,100.0,MISC,78.53846153846153,5.625,1.7182751696775942,1.7012201683486212
72.0,10.0,1800.0,100.0,MISC,75.21428571428571,1.9411764705882355,1.6253139091034727,1.6274410370323393
73.0,10.0,1800.0,100.0,MISC,73.07692307692308,4.125,1.859133986427504,2.0998047599021126
73.0,10.0,1800.0,100.0,MISC,73.21428571428571,3.882352941176471,1.6227301396429539,1.6045647491183546
74.0,10.0,1800.0,100.0,MISC,81.69230769230771,5.4375,1.7182865668745606,1.699101924019701
77.0,10.0,1800.0,100.0,MISC,67.13333333333334,0.0,2.0400264436999955,1.7405570455723336
79.0,10.0,1800.0,100.0,MISC,71.4,6.388888888888888,1.5430340092433126,1.564318058522124
116.0,10.0,1800.0,100.0,MISC,44.53846153846154,6.8235294117647065,1.7686987243154473,1.946580242146464
123.0,10.0,1800.0,100.0,MISC,46.60869565217392,0.0,1.2700786598854592,1.429324347111914
284.0,10.0,400.0,20.0,MISC,152.1206896551724,0.0,5.622245495680903,2.793614909419271
300.0,10.0,400.0,20.0,MISC,143.0,0.0,5.479120695046962,2.7222869059159645
302.0,10.0,400.0,20.0,MISC,132.08196721311475,0.0,2.669775379123166,1.3292604379821569
308.0,10.0,400.0,20.0,MISC,128.0655737704918,0.21875,5.339411782416014,2.6525511014920014
666.0,2.0,100.0,100.0,MISC,1156.910447761194,56.79411764705882,2.1243797252899497,1.1001802230982676
71.0,10.0,1800.0,100.0,MISC,79.76923076923076,2.0,1.77373735913459,2.032929130336817
69.0,10.0,1800.0,100.0,MISC,74.46153846153847,0.0,1.6932897633489437,1.6986023490043252
70.0,10.0,1800.0,100.0,MISC,80.07692307692308,5.3125,1.6205854393980086,1.623938333023997
70.0,10.0,1800.0,100.0,MISC,72.84615384615384,0.0,1.7016824312946381,1.747888720210861
73.0,10.0,1800.0,100.0,MISC,78.53846153846153,5.4375,1.9811724060598541,2.2668879658860317
73.0,10.0,1800.0,100.0,MISC,76.69230769230771,6.5625,1.6877339705824852,1.6987880450837753
67.0,10.0,1800.0,100.0,MISC,77.84615384615384,6.066666666666666,1.9957923678790814,2.2720150719670693
143.0,10.0,1800.0,100.0,MISC,84.89285714285714,48.45161290322582,1.4946397000458091,1.0095907317008823
143.0,10.0,1800.0,100.0,MISC,92.13636363636364,57.76923076923077,1.8308344477644334,1.210550517703478
144.0,10.0,1800.0,100.0,MISC,86.86206896551724,45.875,2.156273728935048,1.07662175106816
1381.0,10.0,1000.0,100.0,MISC,329.5144927536232,0.0,13.138362031376792,6.876439826563001
1407.0,10.0,1000.0,100.0,MISC,347.62989323843414,0.0,7.37453857325671,4.033412216525329
1485.0,10.0,1000.0,100.0,MISC,349.73737373737373,0.0,6.7847138679777546,3.687075528310032
1491.0,10.0,1000.0,100.0,MISC,338.3355704697986,0.0,12.290315841069512,6.457626169098683
2485.0,10.0,1000.0,100.0,MISC,192.53225806451616,0.0,7.574513824060559,3.9913927794545887
1503.0,10.0,1000.0,100.0,MISC,328.91,0.0,6.770213453466759,3.677244810019865
1533.0,10.0,1000.0,100.0,MISC,350.7352941176471,0.0,6.8015055025296824,3.7240449374721893
1593.0,10.0,1000.0,100.0,MISC,335.83962264150944,0.0,11.48705467505392,6.036274431539433
1685.0,10.0,1000.0,100.0,MISC,318.0178571428572,0.0,6.1545475900173185,3.3592201255919303
75.0,10.0,1800.0,100.0,P100,66.2,10.0,1.9278286801357019,1.7310670010353393
76.0,10.0,1800.0,100.0,P100,67.93333333333334,7.222222222222222,2.0555844801036933,1.9883582693965811
76.0,10.0,1800.0,100.0,P100,67.53333333333333,9.166666666666666,1.9279365645427453,1.6944279164860123
79.0,10.0,1800.0,100.0,P100,65.66666666666667,10.555555555555555,1.5568634616701222,1.8084181186399966
79.0,10.0,1800.0,100.0,P100,64.53333333333333,5.5,1.5310698492746604,1.5920506978505529
81.0,10.0,1800.0,100.0,P100,65.26666666666667,1.7222222222222223,1.7056380545622427,1.944530295698266
93.0,10.0,1800.0,100.0,P100,90.88888888888889,2.380952380952381,1.3320540213449434,1.4923135147176005
73.0,10.0,1800.0,100.0,P100,73.8,5.5,1.6623158647041572,1.9264093531589759
24862.0,8.0,600.0,100.0,MISC,346.7300884955752,17.50261359067149,7.186712635224354,6.153834712763476
24863.0,8.0,600.0,100.0,MISC,415.8288759300222,33.87414555689586,6.8222382993802695,5.798574402242587
24866.0,8.0,600.0,100.0,MISC,423.510758093706,32.80707395498392,6.341880195607783,5.42452951826968
24867.0,8.0,600.0,100.0,MISC,216.96194886249245,15.447596057131364,6.584717352892749,5.6442158542434075
24868.0,8.0,600.0,100.0,MISC,440.5409209732556,34.386655948553056,14.410548188751878,12.322323840694576
24875.0,8.0,600.0,100.0,MISC,417.1031155778895,35.24306950582563,13.552570263904354,11.589417153788716
24861.0,8.0,600.0,100.0,MISC,395.0866854384553,32.30190954773869,6.689315493020957,5.684567635437214
24864.0,8.0,600.0,100.0,MISC,402.423486828876,29.250251256281405,11.78054838664553,10.078128966485815
61.0,2.0,1600.0,100.0,T4,55.76923076923077,0.0,1.249542257282883,1.6605171137489378
51.0,2.0,1600.0,100.0,T4,72.9090909090909,0.0,1.2232227072119712,1.5336277132232985
51.0,2.0,1600.0,100.0,T4,64.0,0.0,1.3818966432341508,1.8226966911128588
63.0,2.0,1600.0,100.0,T4,68.81818181818181,1.0714285714285714,1.2986808453996976,1.7211625223358473
63.0,2.0,1600.0,100.0,T4,65.0909090909091,1.0714285714285714,1.2866143330931663,1.7206977700193724
82.0,10.0,1800.0,100.0,MISC,69.125,4.2105263157894735,1.5444705735892057,1.4739084210246802
82.0,10.0,1800.0,100.0,MISC,72.33333333333333,0.0,1.6220666448536671,1.523197437979673
83.0,10.0,1800.0,100.0,MISC,65.0625,0.2105263157894736,1.5467853114008903,1.4860601272433995
83.0,10.0,1800.0,100.0,MISC,65.0625,4.947368421052632,1.544691566005349,1.4755950648337604
84.0,10.0,1800.0,100.0,MISC,66.9375,3.789473684210527,1.5461592417210341,1.4849234007298946
85.0,10.0,1800.0,100.0,MISC,71.05882352941177,3.25,2.0036039586578096,1.45448456349827
87.0,10.0,1800.0,100.0,MISC,67.47058823529412,1.55,1.449877805298283,1.3973179839196659
88.0,10.0,1800.0,100.0,MISC,65.05882352941177,1.0,1.4675988870717227,1.376464414099852
95.0,10.0,1800.0,100.0,MISC,67.57894736842105,1.3636363636363635,1.8165824225415355,1.5884098268073539
23.0,2.0,1800.0,100.0,MISC,66.6,18.285714285714285,1.292880573309958,1.7628601742908359
22.0,2.0,1800.0,100.0,MISC,80.4,17.714285714285715,1.2535397205501795,1.713558167219162
42.0,2.0,1600.0,100.0,T4,48.54545454545455,0.0,1.893945236045581,2.4791274615205254
62.0,8.0,1800.0,100.0,MISC,91.07692307692308,0.0,1.813556722830981,1.2093083909712732
80.0,8.0,1800.0,100.0,MISC,63.09090909090909,0.0,1.4478011394540469,1.2315103928248088
58.0,8.0,1800.0,100.0,MISC,120.22222222222224,0.0,1.643172296767052,1.394784961182338
59.0,8.0,1800.0,100.0,MISC,99.0,0.2857142857142857,1.5666288033127784,1.4256688122948011
62.0,8.0,1800.0,100.0,MISC,96.76923076923076,2.6666666666666665,1.8502050883629746,1.3605585751288078
65.0,8.0,1800.0,100.0,MISC,97.92307692307692,13.2,1.421333125847227,1.2929035753888243
69.0,8.0,1800.0,100.0,MISC,82.38461538461539,9.866666666666667,1.352639678208267,1.1880428466726751
39.0,4.0,1800.0,100.0,P100,89.57142857142857,0.8,3.106293132359332,2.4155293317003683
45.0,4.0,1800.0,100.0,P100,85.125,1.818181818181818,2.8555113865683475,2.2141901602347693
46.0,4.0,1800.0,100.0,P100,77.625,0.0,2.8555066101253033,2.2141880318522453
46.0,4.0,1800.0,100.0,P100,61.75,1.0909090909090908,2.8458815266688666,2.2131614411870637
79.0,10.0,1800.0,100.0,P100,73.2,4.4444444444444455,1.4868411233550627,1.5425141971362264
79.0,10.0,1800.0,100.0,P100,70.33333333333333,7.0,1.4803342619224595,1.519743944469251
86.0,10.0,1800.0,100.0,P100,68.23529411764707,1.4,1.973221083127317,1.4555233731156296
87.0,10.0,1800.0,100.0,P100,69.0,7.8,1.3991439981119973,1.3756947464176588
82.0,10.0,1800.0,100.0,P100,75.93333333333334,3.0,1.6515000262542772,1.8858906850218773
85.0,10.0,1800.0,100.0,P100,72.58823529411767,8.35,2.083061729868253,1.8014833661062377
85.0,10.0,1800.0,100.0,P100,67.52941176470588,8.2,2.1759776324033737,1.7456366817156472
85.0,10.0,1800.0,100.0,P100,68.70588235294117,9.105263157894736,2.197723130385081,1.7818320109730668
85.0,10.0,1800.0,100.0,P100,70.0,5.5,2.186252344931875,1.7567323073744774
86.0,10.0,1800.0,100.0,P100,67.58823529411765,8.65,1.5450259681258887,1.6727227692802744
7315.0,4.0,600.0,25.0,T4,162.22488038277513,5.8226466575716245,2.053488588325004,2.2528549677399687
20.0,4.0,1800.0,200.0,T4,768.3333333333335,0.0,1.0257818773388863,1.412363710147994
56.0,4.0,600.0,50.0,T4,71.54545454545455,0.0,2.6631094557898387,2.066259939223528
65.0,4.0,600.0,50.0,T4,61.5,0.5333333333333333,1.6042199688963592,1.3580639543943107
