runtime,inst_num,plan_cpu,plan_gpu,gpu_type,cpu_usage,gpu_wrk_util,net_read,net_write
216.0,2.0,1800.0,800.0,V100,249.1428571428572,0.7692307692307693,1.3782972735472216,1.4539707729067555
36.0,4.0,1800.0,100.0,P100,116.14285714285714,0.0,3.0242999724366446,2.258559575812383
38.0,4.0,1800.0,100.0,P100,96.85714285714286,1.8,3.024020579050888,2.2585536661473187
39.0,4.0,1800.0,100.0,P100,96.71428571428572,0.0,3.130728745325045,2.4224595380100338
40.0,4.0,1800.0,100.0,P100,148.28571428571428,1.2,3.0037328323180024,2.2193064947019923
116781.0,2.0,1600.0,100.0,P100,547.2558975895877,77.7687829102273,1.6905753422335714,2.5171461717655492
857.0,10.0,1000.0,100.0,P100,493.0643274853801,37.3448275862069,5.324389211876052,1.3688925644755363
854.0,10.0,1000.0,100.0,P100,492.91666666666674,38.0,5.421175850425349,1.3859582983477174
855.0,10.0,1000.0,100.0,P100,484.1812865497077,39.41379310344829,5.3702211933902335,1.3974867410744942
857.0,10.0,1000.0,100.0,P100,486.5029239766082,36.17241379310345,5.081345250649111,1.3110865527391433
858.0,10.0,1000.0,100.0,P100,479.7660818713449,42.14942528735632,5.373950620889664,1.3722218858344215
26337.0,10.0,600.0,100.0,P100,248.6914752230872,15.297153700189751,3.982693552054936,3.406224359456593
26344.0,10.0,600.0,100.0,P100,211.14101347504268,15.78448112312654,7.626795211645462,5.727188011398583
26350.0,10.0,600.0,100.0,P100,251.5960151802656,15.518588770864945,8.14665687648148,6.968437565480008
26340.0,10.0,600.0,100.0,P100,208.943252989182,14.165022761760245,7.718891348152161,6.60158928232075
26342.0,10.0,600.0,100.0,P100,214.15733535775288,16.750521722633277,8.055422237110776,6.092546592338835
26348.0,10.0,600.0,100.0,P100,250.71873220725,17.18118004173781,9.139447226144041,7.814059791164167
26345.0,10.0,600.0,100.0,P100,210.553889943074,14.785280728376328,7.803505612032224,6.669541185107938
26338.0,10.0,600.0,100.0,P100,230.7761958997721,16.533864541832667,8.698805732532422,7.436763258864299
60.0,10.0,800.0,100.0,P100,73.58333333333333,0.5714285714285714,1.3117248844355345,1.825215030927211
63.0,10.0,800.0,100.0,P100,72.38461538461539,0.4705882352941176,1.2292056767379536,1.7153680670787306
63.0,10.0,800.0,100.0,P100,73.53846153846153,0.25,1.2430555842378561,1.717709959429853
63.0,10.0,800.0,100.0,P100,70.30769230769229,0.6666666666666666,1.2227922695524551,1.7142210602760315
64.0,10.0,800.0,100.0,P100,72.84615384615384,0.0,1.2637534286169445,1.7322206058922935
68.0,10.0,800.0,100.0,P100,70.53846153846153,0.6666666666666666,1.2436470450723873,1.7187101652517038
70.0,10.0,800.0,100.0,P100,63.21428571428572,0.3529411764705882,1.1700024058421452,1.622711530162229
66.0,10.0,800.0,100.0,P100,69.91666666666667,0.5333333333333333,1.314826579298824,1.8256102302111685
67.0,10.0,800.0,100.0,P100,69.08333333333333,0.6666666666666666,1.3161380644887686,1.8253841451369226
57.0,5.0,1800.0,100.0,MISC,55.3,0.0,1.1548476820545537,1.1732620341437203
59.0,5.0,1800.0,100.0,MISC,52.0,0.0,1.0924239829182625,1.092944181462129
53.0,5.0,1800.0,100.0,MISC,50.33333333333334,0.0,1.5191686457166305,1.4850524153846956
59.0,5.0,1800.0,100.0,MISC,47.0,0.0,1.3156410252054533,1.2870071123043696
118903.0,16.0,600.0,25.0,T4,486.6075124085135,51.44463136644657,16.45252163189455,13.700398237782526
118906.0,16.0,600.0,25.0,T4,499.27879399520623,53.41431214261689,16.517692570218536,13.755630451525068
118907.0,16.0,600.0,25.0,T4,404.88511837180937,29.73520013454423,9.865949723531411,8.266069007772519
118910.0,16.0,600.0,25.0,T4,488.44422017577057,54.55331315169862,16.835200525369174,14.021177758794257
118912.0,16.0,600.0,25.0,T4,411.934193928181,36.26277065377339,10.824963188242554,9.051261617964416
118914.0,16.0,600.0,25.0,T4,361.5760417104655,24.002942907592697,8.28420530666201,6.9593232957556275
118922.0,16.0,600.0,25.0,T4,369.3272788429196,22.774204397359902,8.042053078239393,6.743644242617643
19478.0,15.0,500.0,50.0,MISC,711.6818998716302,39.68642545547857,16.16514190522203,16.001822620528987
19487.0,15.0,500.0,50.0,MISC,626.5399024890943,34.25948717948718,28.591247070644698,28.296549071593873
19497.0,15.0,500.0,50.0,MISC,685.7850730956656,34.894156842644804,14.11662226303736,13.974001963305271
19567.0,15.0,500.0,50.0,MISC,658.0462560695119,33.70429009193054,14.177630179739287,14.034981027218885
19644.0,15.0,500.0,50.0,MISC,550.2568083481801,28.17700915564599,21.30524615212392,21.096370534989827
19719.0,15.0,500.0,50.0,MISC,413.6302307887395,18.57171819564116,14.294593997558284,14.147163818382463
19497.0,15.0,500.0,50.0,MISC,733.1723518850987,36.0225583183799,15.580679764048641,15.42653006377462
19502.0,15.0,500.0,50.0,MISC,717.2307100743399,35.55020491803279,32.038875862702284,31.730035651853917
19521.0,15.0,500.0,50.0,MISC,682.0338028169014,35.453288968518045,27.857541175564403,27.566840343762465
19527.0,15.0,500.0,50.0,MISC,703.4053777208708,37.541965199590585,13.70725679071084,13.570050304879933
19641.0,15.0,500.0,50.0,MISC,519.6019343344362,26.16026456372425,21.40852643560243,21.194324010179688
19646.0,15.0,500.0,50.0,MISC,420.7800967167218,21.646744659206508,17.475172819590068,17.306253241520483
19747.0,15.0,500.0,50.0,MISC,466.7662699417573,21.018982536066822,17.38968758815049,17.21791706015958
70.0,8.0,1800.0,100.0,P100,90.6153846153846,11.625,1.2626019584781982,1.0853008119498981
74.0,8.0,1800.0,100.0,P100,88.0,0.0,1.2767789293737972,1.0944951045162536
74.0,8.0,1800.0,100.0,P100,90.92307692307692,11.625,1.3159050165730364,1.1323037305298973
75.0,8.0,1800.0,100.0,P100,81.07142857142857,0.0,1.2057476590077083,1.0336205545398924
75.0,8.0,1800.0,100.0,P100,79.64285714285714,5.647058823529411,1.205717286301984,1.0335970127748115
84.0,8.0,1800.0,100.0,P100,80.06666666666666,0.7777777777777778,1.1773943124633086,1.0131217951053066
85.0,8.0,1800.0,100.0,P100,85.18181818181819,13.2,1.4213461026549339,1.207124891380469
71.0,8.0,1800.0,100.0,P100,87.7142857142857,0.1176470588235294,1.2428444623947144,1.0693990513682365
10802.0,10.0,600.0,25.0,MISC,34.13373438223045,1.0666049953746528,2.7758775335597132,2.897865393286822
10799.0,10.0,600.0,25.0,MISC,26.391485423415087,0.5945446139620897,2.7705032102687905,2.8975606672913385
10837.0,10.0,600.0,25.0,MISC,35.58433179723502,0.4541685859051128,3.0010195904948214,2.8877258408800945
17780.0,15.0,500.0,50.0,MISC,784.4770874332303,48.56379988757728,40.398320069115904,40.0198669102901
